"PSComputerName","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","AcceptPause","AcceptStop","Caption","CheckPoint","CreationClassName","DelayedAutoStart","Description","DesktopInteract","DisplayName","ErrorControl","ExitCode","InstallDate","Name","PathName","ProcessId","ServiceSpecificExitCode","ServiceType","Started","StartMode","StartName","State","Status","SystemCreationClassName","SystemName","TagId","WaitHint"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""VGAuthService""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""VGAuthService""","False","True","VMware Alias Manager and Ticket Service","0","Win32_Service","False","Alias Manager and Ticket Service","False","VMware Alias Manager and Ticket Service","Normal","0",,"VGAuthService","""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe""","2428","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Wcmsvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""Wcmsvc""","False","True","Windows Connection Manager","0","Win32_Service","False","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","False","Windows Connection Manager","Normal","0",,"Wcmsvc","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","1844","0","Own Process","True","Auto","NT Authority\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WdNisSvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""WdNisSvc""","False","True","Windows Defender Antivirus Network Inspection Service","0","Win32_Service","False","Helps guard against intrusion attempts targeting known and newly discovered vulnerabilities in network protocols","False","Windows Defender Antivirus Network Inspection Service","Normal","0",,"WdNisSvc","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23100.2009-0\NisSrv.exe""","4768","0","Own Process","True","Manual","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WinDefend""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""WinDefend""","False","True","Windows Defender Antivirus Service","0","Win32_Service","False","Helps protect users from malware and other potentially unwanted software","False","Windows Defender Antivirus Service","Normal","0",,"WinDefend","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23100.2009-0\MsMpEng.exe""","3324","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Winmgmt""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""Winmgmt""","True","True","Windows Management Instrumentation","0","Win32_Service","False","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Windows Management Instrumentation","Ignore","0",,"Winmgmt","C:\Windows\system32\svchost.exe -k netsvcs -p","2356","0","Share Process","True","Auto","localSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WpnService""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""WpnService""","False","True","Windows Push Notifications System Service","0","Win32_Service","False","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.","False","Windows Push Notifications System Service","Normal","0",,"WpnService","C:\Windows\system32\svchost.exe -k netsvcs -p","2464","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""wscsvc""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""wscsvc""","False","True","Security Center","0","Win32_Service","True","The WSCSVC (Windows Security Center) service monitors and reports security health settings on the computer.  The health settings include firewall (on/off), antivirus (on/off/out of date), antispyware (on/off/out of date), Windows Update (automatically/manually download and install updates), User Account Control (on/off), and Internet settings (recommended/not recommended). The service provides COM APIs for independent software vendors to register and record the state of their products to the Security Center service.  The Security and Maintenance UI uses the service to provide systray alerts and a graphical view of the security health states in the Security and Maintenance control panel.  Network Access Protection (NAP) uses the service to report the security health states of clients to the NAP Network Policy Server to make network quarantine decisions.  The service also has a public API that allows external consumers to programmatically retrieve the aggregated security health state of the system.","False","Security Center","Normal","0",,"wscsvc","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","4376","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""cbdhsvc_98611""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""cbdhsvc_98611""","False","True","Clipboard User Service_98611","0","Win32_Service","False","This user service is used for Clipboard scenarios","False","Clipboard User Service_98611","Normal","0",,"cbdhsvc_98611","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p","4412","0","Unknown","True","Manual",,"Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""CDPUserSvc_98611""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""CDPUserSvc_98611""","False","True","Connected Devices Platform User Service_98611","0","Win32_Service","False","This user service is used for Connected Devices Platform scenarios","False","Connected Devices Platform User Service_98611","Normal","0",,"CDPUserSvc_98611","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","2768","0","Unknown","True","Auto",,"Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""OneSyncSvc_98611""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""OneSyncSvc_98611""","False","True","Sync Host_98611","0","Win32_Service","True","This service synchronizes mail, contacts, calendar and various other user data. Mail and other applications dependent on this functionality will not work properly when this service is not running.","False","Sync Host_98611","Ignore","0",,"OneSyncSvc_98611","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","3848","0","Unknown","True","Auto",,"Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
"DESKTOP-PHS6MQO","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WpnUserService_98611""","26","System.String[]","DESKTOP-PHS6MQO","root\cimv2","\\DESKTOP-PHS6MQO\root\cimv2:Win32_Service.Name=""WpnUserService_98611""","False","True","Windows Push Notifications User Service_98611","0","Win32_Service","False","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.","False","Windows Push Notifications User Service_98611","Ignore","0",,"WpnUserService_98611","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","1356","0","Unknown","True","Auto",,"Running","OK","Win32_ComputerSystem","DESKTOP-PHS6MQO","0","0"
